Station Number,Inverter Number,Combiner Number,String Number,STD
7,3,6,1,0.658405069
7,3,6,2,1.524939237
7,3,6,3,1.176661767
7,3,6,4,1.544341368
7,3,6,5,0.303539992
7,3,6,6,0.948263832
7,3,6,7,0.350247234
7,3,6,8,2.023795442
7,3,6,9,2.032561049
7,3,6,10,0.838569379
7,3,6,11,0.086914368
7,3,6,12,0.045317603
7,3,6,13,2.503035816
7,3,6,14,1.124394166
7,3,6,15,0.387598737
7,3,6,16,1.375472316
7,3,7,1,0.76742055
7,3,7,2,2.971721819
7,3,7,3,2.625761153
7,3,7,4,1.674503863
7,3,7,5,2.002768835
7,3,7,6,0.34755749
7,3,7,7,0.502499148
7,3,7,8,2.640226259
7,3,7,9,2.51070431
7,3,7,10,2.743739714
7,3,7,11,0.639143302
7,3,7,12,0.670219123
7,3,7,13,2.195529652
7,3,7,14,1.060912485
7,3,7,15,1.85863658
7,3,7,16,2.330348308
7,4,1,1,1.309367126
7,4,1,2,2.78907675
7,4,1,3,2.532919018
7,4,1,4,2.592832943
7,4,1,5,2.158691805
7,4,1,6,0.396541167
7,4,1,7,2.636500536
7,4,1,8,1.410846165
7,4,1,9,2.147338145
7,4,1,10,2.697441202
7,4,1,11,1.013226381
7,4,1,12,1.331551307
7,4,1,13,2.010037107
7,4,1,14,2.767012868
7,4,1,15,2.645439596
7,4,1,16,2.88751429
7,4,2,1,1.551306554
7,4,2,2,1.401183753
7,4,2,3,2.149205049
7,4,2,4,2.082650861
7,4,2,5,2.431685498
7,4,2,6,0.261412275
7,4,2,7,0.993116519
7,4,2,8,1.454166717
7,4,2,9,1.666024077
7,4,2,10,1.989049034
7,4,2,11,0.644477377
7,4,2,12,0.832550835
7,4,2,13,1.385172974
7,4,2,14,0.116447987
7,4,2,15,1.985620294
7,4,2,16,0.252060211
7,4,3,1,2.200192085
7,4,3,2,0.479794218
7,4,3,3,0.987556824
7,4,3,4,1.135725682
7,4,3,5,1.172013122
7,4,3,6,0.066118079
7,4,3,7,1.408413076
7,4,3,8,1.768947254
7,4,3,9,0.213048302
7,4,3,10,2.682215726
7,4,3,11,1.584706279
7,4,3,12,1.125687032
7,4,3,13,0.330425948
7,4,3,14,2.209132631
7,4,3,15,0.013047146
7,4,3,16,1.081570975
7,4,4,1,2.075569463
7,4,4,2,2.971972991
7,4,4,3,1.462530508
7,4,4,4,0.113776122
7,4,4,5,1.550692979
7,4,4,6,0.244099832
7,4,4,7,1.905842655
7,4,4,8,1.399361972
7,4,4,9,1.535029376
7,4,4,10,2.322494276
7,4,4,11,1.944175401
7,4,4,12,1.301930311
7,4,4,13,0.401176622
7,4,4,14,1.025138677
7,4,4,15,1.039287881
7,4,4,16,0.532958148
7,4,5,1,0.339421715
7,4,5,2,0.802767919
7,4,5,3,1.93379502
7,4,5,4,0.979006125
7,4,5,5,1.94158647
7,4,5,6,2.99928999
7,4,5,7,1.553521402
7,4,5,8,2.571317084
7,4,5,9,1.864395952
7,4,5,10,2.864419504
7,4,5,11,1.360055048
7,4,5,12,2.247929928
7,4,5,13,2.537312191
7,4,5,14,2.065981818
7,4,5,15,0.127744452
7,4,5,16,1.977415701
7,4,6,1,2.363312998
7,4,6,2,2.519045725
7,4,6,3,1.400730171
7,4,6,4,2.981792797
7,4,6,5,0.468971471
7,4,6,6,0.610297611
7,4,6,7,1.917285983
7,4,6,8,1.456526979
7,4,6,9,2.569338803
7,4,6,10,1.971098898
7,4,6,11,2.864408573
7,4,6,12,1.500726951
7,4,6,13,2.99615195
7,4,6,14,1.867772193
7,4,6,15,1.352828301
7,4,6,16,2.973717459
7,4,7,1,1.903858661
7,4,7,2,1.064523057
7,4,7,3,1.419670113
7,4,7,4,2.085487344
7,4,7,5,1.038474471
7,4,7,6,1.909981303
7,4,7,7,2.732486148
7,4,7,8,2.187408347
7,4,7,9,0.146167
7,4,7,10,1.283929116
7,4,7,11,1.669513531
7,4,7,12,2.406737295
7,4,7,13,0.478713835
7,4,7,14,2.289187503
7,4,7,15,2.401157249
7,4,7,16,1.900757248
8,1,1,1,0.114313555
8,1,1,2,1.295236242
8,1,1,3,1.194087986
8,1,1,4,2.83281094
8,1,1,5,2.984307758
8,1,1,6,1.4784687
8,1,1,7,1.788479336
8,1,1,8,2.683364877
8,1,1,9,2.217815381
8,1,1,10,2.095821076
8,1,1,11,0.783660586
8,1,1,12,1.377615648
8,1,1,13,0.688521522
8,1,1,14,1.613632863
8,1,1,15,1.415855827
8,1,1,16,1.127068445
8,1,2,1,0.791690132
8,1,2,2,1.296690707
8,1,2,3,0.495316701
8,1,2,4,2.864689313
8,1,2,5,1.079849397
8,1,2,6,2.228619207
8,1,2,7,0.009781319
8,1,2,8,1.743759816
8,1,2,9,2.904095109
8,1,2,10,0.468669785
8,1,2,11,2.508670669
8,1,2,12,2.458571848
8,1,2,13,2.027331355
8,1,2,14,2.83977344
8,1,2,15,2.832730827
8,1,2,16,2.413866648
8,1,3,1,1.051825879
8,1,3,2,0.185789147
8,1,3,3,2.198532391
8,1,3,4,2.520568222
8,1,3,5,0.597034051
8,1,3,6,1.155830011
8,1,3,7,1.629922462
8,1,3,8,1.938642651
8,1,3,9,2.998435001
8,1,3,10,2.922000267
8,1,3,11,2.257677132
8,1,3,12,0.214596869
8,1,3,13,1.555294614
8,1,3,14,1.67107092
8,1,3,15,1.569386644
8,1,3,16,2.925763653
8,1,4,1,2.741011125
8,1,4,2,2.199752092
8,1,4,3,2.296714544
8,1,4,4,2.040514344
8,1,4,5,0.538820439
8,1,4,6,0.074820488
8,1,4,7,1.914570753
8,1,4,8,2.083257126
8,1,4,9,0.356544476
8,1,4,10,0.27261776
8,1,4,11,1.327904983
8,1,4,12,0.147522834
8,1,4,13,1.709036528
8,1,4,14,0.21928215
8,1,4,15,0.29870821
8,1,4,16,0.070091592
8,1,5,1,0.339717057
8,1,5,2,2.709777518
8,1,5,3,0.685073303
8,1,5,4,2.193201652
8,1,5,5,1.631350462
8,1,5,6,1.41689767
8,1,5,7,1.782085994
8,1,5,8,1.557031939
8,1,5,9,2.549648678
8,1,5,10,2.479065536
8,1,5,11,0.29548305
8,1,5,12,2.560912702
8,1,5,13,1.671935422
8,1,5,14,2.351930444
8,1,5,15,2.936796197
8,1,5,16,2.384154293
8,1,6,1,0.90315818
8,1,6,2,2.069399892
8,1,6,3,0.668315978
8,1,6,4,2.647286679
8,1,6,5,1.322865654
8,1,6,6,0.766280449
8,1,6,7,0.109391371
8,1,6,8,1.362332875
8,1,6,9,0.635314046
8,1,6,10,1.712795669
8,1,6,11,2.990411103
8,1,6,12,1.06596563
8,1,6,13,0.456352984
8,1,6,14,2.837293874
8,1,6,15,0.983450405
8,1,6,16,1.558741947
8,1,7,1,1.697161604
8,1,7,2,1.345863661
8,1,7,3,0.683738341
8,1,7,4,2.90565755
8,1,7,5,0.503970785
8,1,7,6,1.670259116
8,1,7,7,0.456991101
8,1,7,8,2.481107666
8,1,7,9,0.55320102
8,1,7,10,2.168813415
8,1,7,11,1.487744762
8,1,7,12,2.079018281
8,1,7,13,2.361246176
8,1,7,14,2.836194059
8,1,7,15,0.993659473
8,1,7,16,1.812104493
8,2,1,1,0.351638816
8,2,1,2,1.63218088
8,2,1,3,0.653052552
8,2,1,4,0.633638227
8,2,1,5,0.09152932
8,2,1,6,1.635480687
8,2,1,7,2.273569457
8,2,1,8,1.072431132
8,2,1,9,1.877168547
8,2,1,10,2.90708193
8,2,1,11,2.226725327
8,2,1,12,2.528107715
8,2,1,13,0.773258466
8,2,1,14,2.34924644
8,2,1,15,2.915512282
8,2,1,16,1.329275472
8,2,2,1,1.615803777
8,2,2,2,2.782710171
8,2,2,3,2.643424481
8,2,2,4,1.769059302
8,2,2,5,2.374021227
8,2,2,6,1.803614179
8,2,2,7,0.372230989
8,2,2,8,2.078328311
8,2,2,9,2.132835989
8,2,2,10,0.884973114
8,2,2,11,2.155465535
8,2,2,12,0.360142497
8,2,2,13,0.355039484
8,2,2,14,2.30345557
8,2,2,15,0.188213026
8,2,2,16,2.577643734
8,2,3,1,0.137131631
8,2,3,2,2.332325886
8,2,3,3,0.217558797
8,2,3,4,1.549022912
8,2,3,5,1.427199422
8,2,3,6,1.756753799
8,2,3,7,0.983630596
8,2,3,8,0.674831765
8,2,3,9,2.363431148
8,2,3,10,0.999046579
8,2,3,11,2.02358332
8,2,3,12,1.65225664
8,2,3,13,1.408632409
8,2,3,14,0.17609099
8,2,3,15,0.776193826
8,2,3,16,1.438033792
8,2,4,1,0.587119405
8,2,4,2,2.297695936
8,2,4,3,1.690609459
8,2,4,4,1.045851075
8,2,4,5,0.75092425
8,2,4,6,0.851394384
8,2,4,7,1.894380793
8,2,4,8,2.017056056
8,2,4,9,1.48390355
8,2,4,10,1.980882959
8,2,4,11,1.739945305
8,2,4,12,1.077938756
8,2,4,13,2.42114281
8,2,4,14,0.481636246
8,2,4,15,0.388755831
8,2,4,16,0.831879145
8,2,5,1,2.020965183
8,2,5,2,1.92938362
8,2,5,3,0.44531851
8,2,5,4,2.997410675
8,2,5,5,0.094548227
8,2,5,6,2.591927917
8,2,5,7,2.680997035
8,2,5,8,2.910748694
8,2,5,9,0.892783778
8,2,5,10,0.820245415
8,2,5,11,0.333518156
8,2,5,12,2.773757159
8,2,5,13,2.748990899
8,2,5,14,0.780979703
8,2,5,15,0.798593223
8,2,5,16,1.880823478
8,2,6,1,2.140722347
8,2,6,2,0.107278577
8,2,6,3,2.8438382
8,2,6,4,0.647040173
8,2,6,5,0.364965373
8,2,6,6,2.984982655
8,2,6,7,2.363180967
8,2,6,8,1.20639393
8,2,6,9,2.270229067
8,2,6,10,2.035627131
8,2,6,11,2.634130224
8,2,6,12,2.140161014
8,2,6,13,1.007216895
8,2,6,14,2.163714076
8,2,6,15,0.259124547
8,2,6,16,2.703992441
8,2,7,1,1.552135589
8,2,7,2,1.48895835
8,2,7,3,0.368860864
8,2,7,4,0.121759109
8,2,7,5,1.463947251
8,2,7,6,1.437251318
8,2,7,7,2.942890807
8,2,7,8,1.697545262
8,2,7,9,1.355345921
8,2,7,10,2.31583091
8,2,7,11,2.801139265
8,2,7,12,2.623292047
8,2,7,13,0.196148125
8,2,7,14,0.280709082
8,2,7,15,1.695460432
8,2,7,16,0.139751149
8,3,1,1,0.854040582
8,3,1,2,0.397790192
8,3,1,3,1.705796611
8,3,1,4,1.067627067
8,3,1,5,0.612374441
8,3,1,6,2.223016513
8,3,1,7,1.11677925
8,3,1,8,1.233838952
8,3,1,9,1.389128233
8,3,1,10,2.272573525
8,3,1,11,2.662983613
8,3,1,12,2.146823187
8,3,1,13,1.37423405
8,3,1,14,0.457600022
8,3,1,15,0.38394685
8,3,1,16,2.401279215
8,3,2,1,0.492184874
8,3,2,2,1.810293554
8,3,2,3,1.268150188
8,3,2,4,2.048122575
8,3,2,5,1.50631025
8,3,2,6,1.002685218
8,3,2,7,1.894757238
8,3,2,8,0.731313946
8,3,2,9,2.781902323
8,3,2,10,1.271925237
8,3,2,11,2.407940079
8,3,2,12,1.98941906
8,3,2,13,0.687451622
8,3,2,14,2.682138459
8,3,2,15,0.565104643
8,3,2,16,2.909732144
8,3,3,1,1.624337021
8,3,3,2,1.925031215
8,3,3,3,1.947172387
8,3,3,4,0.247318413
8,3,3,5,1.414532126
8,3,3,6,0.815371853
8,3,3,7,2.593543701
8,3,3,8,2.414560826
8,3,3,9,1.223839734
8,3,3,10,2.366157528
8,3,3,11,2.225779945
8,3,3,12,2.180943959
8,3,3,13,1.084702223
8,3,3,14,0.592315908
8,3,3,15,0.257771734
8,3,3,16,0.486156098
8,3,4,1,2.107141152
8,3,4,2,2.994470661
8,3,4,3,1.293539883
8,3,4,4,0.139783551
8,3,4,5,2.198675534
8,3,4,6,0.25621193
8,3,4,7,1.389061151
8,3,4,8,2.874948812
8,3,4,9,2.454992766
8,3,4,10,1.656530334
8,3,4,11,0.349577076
8,3,4,12,2.413929305
8,3,4,13,2.098039218
8,3,4,14,0.826907641
8,3,4,15,2.769919092
8,3,4,16,1.28160686
8,3,5,1,0.899866591
8,3,5,2,2.542738539
8,3,5,3,0.211627728
8,3,5,4,2.420748642
8,3,5,5,0.311896491
8,3,5,6,1.098661796
8,3,5,7,0.970280116
8,3,5,8,0.036371257
8,3,5,9,1.365375372
8,3,5,10,2.354120146
8,3,5,11,0.978939869
8,3,5,12,0.207875373
8,3,5,13,2.118680039
8,3,5,14,1.261759095
8,3,5,15,0.316371496
8,3,5,16,0.639649966
8,3,6,1,2.140356081
8,3,6,2,1.3170269
8,3,6,3,0.170888296
8,3,6,4,1.502592432
8,3,6,5,1.642519461
8,3,6,6,1.896222313
8,3,6,7,2.040009436
8,3,6,8,0.860538348
8,3,6,9,1.657593727
8,3,6,10,2.665898541
8,3,6,11,0.408118376
8,3,6,12,0.529202765
8,3,6,13,2.851028468
8,3,6,14,2.441923849
8,3,6,15,2.813406743
8,3,6,16,0.717365465
8,3,7,1,1.76266077
8,3,7,2,0.873812449
8,3,7,3,1.235499679
8,3,7,4,1.644905855
8,3,7,5,2.734134319
8,3,7,6,1.414814502
8,3,7,7,2.899355238
8,3,7,8,1.024861561
8,3,7,9,1.09391333
8,3,7,10,1.198805376
8,3,7,11,2.776091494
8,3,7,12,1.429808982
8,3,7,13,2.095281181
8,3,7,14,1.600496219
8,3,7,15,2.442261559
8,3,7,16,2.687873717
8,4,1,1,1.593111674
8,4,1,2,2.063049011
8,4,1,3,0.621362972
8,4,1,4,0.260530439
8,4,1,5,2.79062332
8,4,1,6,0.752100827
8,4,1,7,1.292740567
8,4,1,8,0.234230859
8,4,1,9,2.558345191
8,4,1,10,0.523323111
8,4,1,11,2.925452183
8,4,1,12,2.401346197
8,4,1,13,0.692591237
8,4,1,14,0.659202365
8,4,1,15,1.588506675
8,4,1,16,0.540565029
8,4,2,1,1.057987131
8,4,2,2,1.63591375
8,4,2,3,2.460059342
8,4,2,4,2.355662921
8,4,2,5,2.58554145
8,4,2,6,2.545366104
8,4,2,7,2.661066361
8,4,2,8,0.386390232
8,4,2,9,0.005005673
8,4,2,10,0.123519043
8,4,2,11,1.538569351
8,4,2,12,0.043636661
8,4,2,13,2.45725417
8,4,2,14,0.007459514
8,4,2,15,2.717997968
8,4,2,16,2.513687589
8,4,3,1,2.094134094
8,4,3,2,0.021039849
8,4,3,3,0.321319796
8,4,3,4,2.251969478
8,4,3,5,1.756071044
8,4,3,6,0.826533312
8,4,3,7,1.16412413
8,4,3,8,0.970917579
8,4,3,9,1.512774859
8,4,3,10,2.121829767
8,4,3,11,0.820864644
8,4,3,12,1.541378449
8,4,3,13,1.841459826
8,4,3,14,0.912124488
8,4,3,15,1.181399169
8,4,3,16,2.083157958
8,4,4,1,2.408097532
8,4,4,2,2.387794683
8,4,4,3,1.510230723
8,4,4,4,2.904947074
8,4,4,5,0.86881433
8,4,4,6,2.533382567
8,4,4,7,0.165241895
8,4,4,8,1.341589745
8,4,4,9,2.5400263
8,4,4,10,2.807013599
8,4,4,11,0.524150085
8,4,4,12,2.97491584
8,4,4,13,2.068752433
8,4,4,14,0.760491393
8,4,4,15,0.394882641
8,4,4,16,0.235334956
8,4,5,1,0.797763266
8,4,5,2,0.098516405
8,4,5,3,1.542781853
8,4,5,4,2.676070982
8,4,5,5,1.09046077
8,4,5,6,1.963433044
8,4,5,7,0.594613861
8,4,5,8,2.757892672
8,4,5,9,1.263235493
8,4,5,10,2.636998134
8,4,5,11,1.745736679
8,4,5,12,0.167486145
8,4,5,13,0.660324859
8,4,5,14,2.843115537
8,4,5,15,0.7117091
8,4,5,16,0.715617806
8,4,6,1,1.683559674
8,4,6,2,2.390084686
8,4,6,3,2.244720873
8,4,6,4,0.899401378
8,4,6,5,2.352168303
8,4,6,6,0.29791891
8,4,6,7,0.872608787
8,4,6,8,1.798507945
8,4,6,9,2.29442887
8,4,6,10,1.828649959
8,4,6,11,0.870644715
8,4,6,12,1.830013541
8,4,6,13,2.825421138
8,4,6,14,2.114528771
8,4,6,15,2.934582745
8,4,6,16,1.263304908
8,4,7,1,2.59361071
8,4,7,2,1.088192035
8,4,7,3,2.786511488
8,4,7,4,0.556497904
8,4,7,5,1.308581693
8,4,7,6,2.020266311
8,4,7,7,1.503902554
8,4,7,8,2.470437939
8,4,7,9,2.092118634
8,4,7,10,0.637704567
8,4,7,11,0.905096046
8,4,7,12,0.450033426
8,4,7,13,1.771546454
8,4,7,14,1.096735568
8,4,7,15,0.63056815
8,4,7,16,1.779677361
9,1,1,1,0.678367665
9,1,1,2,0.822146588
9,1,1,3,1.954508477
9,1,1,4,2.128843132
9,1,1,5,0.12296532
9,1,1,6,0.175074881
9,1,1,7,2.836425452
9,1,1,8,1.722521891
9,1,1,9,0.832317721
9,1,1,10,2.935402949
9,1,1,11,0.428094276
9,1,1,12,2.65401135
9,1,1,13,1.755889812
9,1,1,14,0.530509243
9,1,1,15,1.928138776
9,1,1,16,2.476632043
9,1,2,1,1.430997867
9,1,2,2,0.568718353
9,1,2,3,0.195938631
9,1,2,4,2.570652236
9,1,2,5,0.533746374
9,1,2,6,1.561429295
9,1,2,7,2.810839775
9,1,2,8,2.846303037
9,1,2,9,2.158149019
9,1,2,10,1.838524621
9,1,2,11,1.07722885
9,1,2,12,0.288054969
9,1,2,13,1.339960555
9,1,2,14,2.373048661
9,1,2,15,0.829736339
9,1,2,16,0.216953061
9,1,3,1,0.953881004
9,1,3,2,2.366869491
9,1,3,3,1.103320612
9,1,3,4,0.348604107
9,1,3,5,0.321903708
9,1,3,6,1.588436005
9,1,3,7,0.884547309
9,1,3,8,2.009890251
9,1,3,9,2.095004343
9,1,3,10,2.306238986
9,1,3,11,0.876776134
9,1,3,12,0.991451885
9,1,3,13,1.417256037
9,1,3,14,2.81448263
9,1,3,15,2.264616349
9,1,3,16,2.618217954
9,1,4,1,2.334362396
9,1,4,2,2.18218721
9,1,4,3,2.073500298
9,1,4,4,0.729583522
9,1,4,5,1.361353794
9,1,4,6,1.775403676
9,1,4,7,1.029947641
9,1,4,8,0.442134656
9,1,4,9,2.308291474
9,1,4,10,0.928694942
9,1,4,11,0.037697458
9,1,4,12,1.598193291
9,1,4,13,1.607541522
9,1,4,14,1.380447556
9,1,4,15,2.044955844
9,1,4,16,1.266573958
9,1,5,1,0.755354017
9,1,5,2,1.252717417
9,1,5,3,1.800820106
9,1,5,4,0.909040144
9,1,5,5,2.686783171
9,1,5,6,0.249254677
9,1,5,7,1.711678729
9,1,5,8,0.820977526
9,1,5,9,2.946006204
9,1,5,10,0.119816521
9,1,5,11,0.949054548
9,1,5,12,2.195840406
9,1,5,13,2.895245453
9,1,5,14,2.715899387
9,1,5,15,0.520690279
9,1,5,16,0.855228078
9,1,6,1,1.497642599
9,1,6,2,2.840903871
9,1,6,3,2.981079063
9,1,6,4,0.637325466
9,1,6,5,2.514575753
9,1,6,6,2.12300879
9,1,6,7,1.010840258
9,1,6,8,1.473678582
9,1,6,9,2.371231938
9,1,6,10,1.911691187
9,1,6,11,2.749124276
9,1,6,12,1.451464606
9,1,6,13,0.288286419
9,1,6,14,1.952184077
9,1,6,15,2.602376126
9,1,6,16,2.760511379
9,1,7,1,1.388005769
9,1,7,2,1.299061342
9,1,7,3,2.341339155
9,1,7,4,2.255113476
9,1,7,5,1.665003604
9,1,7,6,0.551071155
9,1,7,7,1.801055514
9,1,7,8,0.100942813
9,1,7,9,2.460982538
9,1,7,10,0.540239965
9,1,7,11,2.797273784
9,1,7,12,1.735412458
9,1,7,13,2.993415616
9,1,7,14,1.909897599
9,1,7,15,0.828266217
9,1,7,16,0.152764356
9,2,1,1,0.470857339
9,2,1,2,0.084550875
9,2,1,3,1.921819213
9,2,1,4,0.336569365
9,2,1,5,0.30268306
9,2,1,6,1.997019037
9,2,1,7,1.928483944
9,2,1,8,1.866599043
9,2,1,9,2.641406177
9,2,1,10,0.263053428
9,2,1,11,1.51903455
9,2,1,12,1.869262477
9,2,1,13,2.750080702
9,2,1,14,0.406268811
9,2,1,15,2.442907801
9,2,1,16,0.437847784
9,2,2,1,0.574273926
9,2,2,2,0.817387532
9,2,2,3,1.889614821
9,2,2,4,0.206895881
9,2,2,5,0.943230012
9,2,2,6,1.706620449
9,2,2,7,0.313182263
9,2,2,8,2.327875254
9,2,2,9,1.394908114
9,2,2,10,1.127234632
9,2,2,11,1.363097173
9,2,2,12,0.85867251
9,2,2,13,2.213909736
9,2,2,14,1.563355723
9,2,2,15,1.029921109
9,2,2,16,0.220235937
9,2,3,1,1.304618637
9,2,3,2,0.867353357
9,2,3,3,0.101534753
9,2,3,4,0.397314797
9,2,3,5,0.69280533
9,2,3,6,2.434184789
9,2,3,7,2.385699491
9,2,3,8,0.766310015
9,2,3,9,2.181092152
9,2,3,10,0.708645976
9,2,3,11,0.985148373
9,2,3,12,2.136363114
9,2,3,13,1.611380287
9,2,3,14,2.630733417
9,2,3,15,2.459406642
9,2,3,16,0.496894662
9,2,4,1,0.254802184
9,2,4,2,2.122166944
9,2,4,3,2.219992337
9,2,4,4,0.953225704
9,2,4,5,1.788873835
9,2,4,6,1.666160956
9,2,4,7,1.507355823
9,2,4,8,1.632883699
9,2,4,9,2.175263373
9,2,4,10,1.174575573
9,2,4,11,0.905387623
9,2,4,12,1.793772128
9,2,4,13,0.833299321
9,2,4,14,2.879969523
9,2,4,15,1.3663703
9,2,4,16,2.201868581
9,2,5,1,1.313302896
9,2,5,2,0.134913329
9,2,5,3,0.679956779
9,2,5,4,0.98044965
9,2,5,5,1.246692856
9,2,5,6,2.806248661
9,2,5,7,1.064476384
9,2,5,8,2.096897085
9,2,5,9,0.553667602
9,2,5,10,0.849802371
9,2,5,11,1.467972756
9,2,5,12,2.289434315
9,2,5,13,0.153134094
9,2,5,14,1.189046847
9,2,5,15,1.766496691
9,2,5,16,1.261669152
9,2,6,1,2.635309263
9,2,6,2,1.985270176
9,2,6,3,0.348086441
9,2,6,4,0.175591276
9,2,6,5,2.533666797
9,2,6,6,1.484772381
9,2,6,7,1.234362257
9,2,6,8,0.69606752
9,2,6,9,2.019312588
9,2,6,10,0.810809884
9,2,6,11,1.470080547
9,2,6,12,1.535231608
9,2,6,13,1.161672301
9,2,6,14,0.174070937
9,2,6,15,0.82070041
9,2,6,16,1.248004381
9,2,7,1,2.970767903
9,2,7,2,0.968800128
9,2,7,3,0.210963342
9,2,7,4,0.706790866
9,2,7,5,2.446268724
9,2,7,6,2.183234123
9,2,7,7,1.730166815
9,2,7,8,2.443237254
9,2,7,9,1.21037676
9,2,7,10,2.874881554
9,2,7,11,1.562682396
9,2,7,12,1.657187964
9,2,7,13,1.784485643
9,2,7,14,2.280419656
9,2,7,15,0.026548244
9,2,7,16,2.840919981
9,3,1,1,0.297323508
9,3,1,2,2.252822457
9,3,1,3,0.037446171
9,3,1,4,2.199512191
9,3,1,5,2.249826555
9,3,1,6,2.451645201
9,3,1,7,2.757100428
9,3,1,8,2.00121697
9,3,1,9,2.598642764
9,3,1,10,2.105517276
9,3,1,11,0.012488974
9,3,1,12,1.792993374
9,3,1,13,2.124688558
9,3,1,14,0.75743372
9,3,1,15,2.77621489
9,3,1,16,2.178931592
9,3,2,1,1.834483044
9,3,2,2,1.1065941
9,3,2,3,1.397503331
9,3,2,4,1.092295114
9,3,2,5,0.543710532
9,3,2,6,1.770763686
9,3,2,7,1.461994876
9,3,2,8,0.654057212
9,3,2,9,1.698676668
9,3,2,10,0.893430786
9,3,2,11,2.592618005
9,3,2,12,2.019685982
9,3,2,13,0.495812525
9,3,2,14,0.746924464
9,3,2,15,0.009820548
9,3,2,16,0.431061278
9,3,3,1,2.618912875
9,3,3,2,2.161480287
9,3,3,3,1.57850996
9,3,3,4,1.048878194
9,3,3,5,1.577767171
9,3,3,6,0.40165568
9,3,3,7,1.40620622
9,3,3,8,0.744923372
9,3,3,9,2.023946792
9,3,3,10,2.531324216
9,3,3,11,2.640648874
9,3,3,12,0.554078893
9,3,3,13,1.002540057
9,3,3,14,2.511076498
9,3,3,15,2.98975246
9,3,3,16,0.371247378
9,3,4,1,1.026502678
9,3,4,2,1.92421969
9,3,4,3,2.391750232
9,3,4,4,1.579394818
9,3,4,5,2.6329341
9,3,4,6,0.970522356
9,3,4,7,0.907511842
9,3,4,8,2.936500053
9,3,4,9,0.265106383
9,3,4,10,2.966389513
9,3,4,11,1.835110355
9,3,4,12,1.752293218
9,3,4,13,1.7584768
9,3,4,14,0.327708828
9,3,4,15,1.225182216
9,3,4,16,1.747744907
9,3,5,1,1.021042765
9,3,5,2,2.795400832
9,3,5,3,0.525803244
9,3,5,4,0.857443065
9,3,5,5,0.076545282
9,3,5,6,2.40512588
9,3,5,7,2.426824464
9,3,5,8,1.052192652
9,3,5,9,1.142396311
9,3,5,10,0.580489628
9,3,5,11,2.057857801
9,3,5,12,2.600797985
9,3,5,13,0.618003097
9,3,5,14,0.560271122
9,3,5,15,2.721305794
9,3,5,16,0.466798681
9,3,6,1,1.487367447
9,3,6,2,0.138719947
9,3,6,3,0.860977248
9,3,6,4,2.917440146
9,3,6,5,0.138581718
9,3,6,6,0.452480058
9,3,6,7,1.532147533
9,3,6,8,0.366568087
9,3,6,9,1.631498175
9,3,6,10,0.407746251
9,3,6,11,1.62014846
9,3,6,12,0.592885935
9,3,6,13,0.168194897
9,3,6,14,2.29820204
9,3,6,15,0.119522353
9,3,6,16,1.724762034
9,3,7,1,2.373675026
9,3,7,2,2.589058376
9,3,7,3,1.934256349
9,3,7,4,1.478422456
9,3,7,5,1.421910147
9,3,7,6,1.614572789
9,3,7,7,0.444111886
9,3,7,8,2.41293548
9,3,7,9,0.750986652
9,3,7,10,2.076642716
9,3,7,11,2.737176992
9,3,7,12,0.605142079
9,3,7,13,2.699359143
9,3,7,14,2.805567074
9,3,7,15,0.282183102
9,3,7,16,0.765924301
9,4,1,1,2.07952995
9,4,1,2,1.060053452
9,4,1,3,0.637460312
9,4,1,4,0.094761972
9,4,1,5,1.031560877
9,4,1,6,0.876864305
9,4,1,7,2.65496153
9,4,1,8,0.029400465
9,4,1,9,0.086338888
9,4,1,10,0.98220343
9,4,1,11,2.186531302
9,4,1,12,2.134135396
9,4,1,13,2.259447255
9,4,1,14,0.579788351
9,4,1,15,2.87790567
9,4,1,16,1.862237948
9,4,2,1,1.877917927
9,4,2,2,2.382537665
9,4,2,3,2.909840473
9,4,2,4,0.719681089
9,4,2,5,1.390522741
9,4,2,6,2.595232847
9,4,2,7,1.838519382
9,4,2,8,2.036410894
9,4,2,9,2.38145435
9,4,2,10,2.440389271
9,4,2,11,0.394414492
9,4,2,12,0.051637627
9,4,2,13,2.851528681
9,4,2,14,0.35000642
9,4,2,15,1.820453799
9,4,2,16,0.616481373
9,4,3,1,1.203158633
9,4,3,2,2.421677852
9,4,3,3,1.778946169
9,4,3,4,2.378499275
9,4,3,5,1.550733779
9,4,3,6,2.009826294
9,4,3,7,0.651911469
9,4,3,8,1.591443303
9,4,3,9,2.534600549
9,4,3,10,1.682566696
9,4,3,11,0.687415853
9,4,3,12,0.929364547
9,4,3,13,2.481261402
9,4,3,14,1.118122007
9,4,3,15,1.768486371
9,4,3,16,1.910846575
9,4,4,1,1.013489411
9,4,4,2,2.798685041
9,4,4,3,2.106904676
9,4,4,4,1.26355478
9,4,4,5,2.465185437
9,4,4,6,1.614978417
9,4,4,7,0.512905204
9,4,4,8,1.302100573
9,4,4,9,0.64171151
9,4,4,10,0.992814176
9,4,4,11,2.082537406
9,4,4,12,1.497538523
9,4,4,13,1.842623706
9,4,4,14,0.15742159
9,4,4,15,2.649288495
9,4,4,16,2.434035372
9,4,5,1,0.735446295
9,4,5,2,0.407112863
9,4,5,3,0.034133775
9,4,5,4,1.200332762
9,4,5,5,0.480935839
9,4,5,6,0.420432656
